,Unnamed: 0,date,t_bett,t_motor,t_spindle,DRZ2,M8,M121,M127,M7,given2model,welle_z,welle_z_iterpolated
62,62,2022-12-10 02:34:58.475,22.0,27.7,24.3,6000.30908203125,0.0,0.0,0.0,0.0,False,0.007363,0.007443066666666666
63,63,2022-12-10 02:35:03.521,22.0,27.98,24.4,6000.30908203125,0.0,0.0,0.0,0.0,False,0.007363,0.007523133333333334
64,64,2022-12-10 02:35:08.587,22.0,28.22,24.4,6000.30908203125,0.0,0.0,0.0,0.0,False,0.007363,0.0076032
65,65,2022-12-10 02:35:13.637,22.0,28.98,24.4,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.0076832666666666665
66,66,2022-12-10 02:35:18.649,22.0,29.1,24.3,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.007763333333333333
67,67,2022-12-10 02:35:23.679,22.0,29.3,24.3,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.0078434
68,68,2022-12-10 02:35:28.715,22.0,29.5,24.3,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.007923466666666667
69,69,2022-12-10 02:35:33.794,22.0,29.8,24.3,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.008003533333333333
70,70,2022-12-10 02:35:38.828,22.0,30.0,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.0080836
71,71,2022-12-10 02:35:43.874,22.0,30.3,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.008163666666666666
72,72,2022-12-10 02:35:48.917,22.0,30.6,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.008243733333333333
73,73,2022-12-10 02:35:53.984,22.0,30.89,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.008323800000000001
74,74,2022-12-10 02:35:58.997,22.0,31.19,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.008403866666666667
75,75,2022-12-10 02:36:04.035,22.0,31.39,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.007363,0.008483933333333334
76,76,2022-12-10 02:36:07.250,22.0,31.58,24.2,5999.7939453125,0.0,0.0,0.0,0.0,True,0.008564,0.008564
77,77,2022-12-10 02:36:09.085,22.0,31.2,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.008564,0.008868066666666667
78,78,2022-12-10 02:36:14.142,22.0,31.4,24.2,5999.7939453125,0.0,0.0,0.0,0.0,False,0.008564,0.009172133333333334
79,79,2022-12-10 02:36:19.172,22.0,31.6,24.1,5999.7939453125,0.0,0.0,0.0,0.0,False,0.008564,0.0094762
80,80,2022-12-10 02:36:24.225,22.0,32.6,24.1,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.009780266666666667
81,81,2022-12-10 02:36:29.237,22.0,32.8,24.1,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.010084333333333334
82,82,2022-12-10 02:36:34.318,22.0,33.08,24.3,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.0103884
83,83,2022-12-10 02:36:39.368,22.0,33.4,24.5,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.010692466666666667
84,84,2022-12-10 02:36:44.387,22.0,33.85,24.8,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.010996533333333332
85,85,2022-12-10 02:36:49.633,22.0,34.4,25.0,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.011300600000000001
86,86,2022-12-10 02:36:54.654,22.0,35.0,25.2,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.011604666666666666
87,87,2022-12-10 02:36:59.654,22.0,35.6,25.2,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.011908733333333333
88,88,2022-12-10 02:37:04.671,22.0,36.2,25.3,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.0122128
89,89,2022-12-10 02:37:09.712,22.0,36.8,25.3,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.012516866666666666
90,90,2022-12-10 02:37:14.723,22.0,37.49,25.5,8999.51953125,0.0,0.0,0.0,0.0,False,0.008564,0.012820933333333333
91,91,2022-12-10 02:37:17.353,22.0,37.77,25.5,8999.51953125,0.0,0.0,0.0,0.0,True,0.013125,0.013125
92,92,2022-12-10 02:37:19.791,22.0,37.17,25.5,8999.51953125,0.0,0.0,0.0,0.0,False,0.013125,0.013154933333333332
93,93,2022-12-10 02:37:24.823,22.0,37.7,25.5,8999.51953125,0.0,0.0,0.0,0.0,False,0.013125,0.013184866666666666
94,94,2022-12-10 02:37:29.829,22.0,38.1,25.4,8999.51953125,0.0,0.0,0.0,0.0,False,0.013125,0.013214799999999999
95,95,2022-12-10 02:37:34.870,22.0,39.27,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013244733333333333
96,96,2022-12-10 02:37:39.891,22.0,39.5,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013274666666666666
97,97,2022-12-10 02:37:44.916,22.0,39.8,25.2,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.0133046
98,98,2022-12-10 02:37:49.937,22.0,40.1,25.2,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013334533333333332
99,99,2022-12-10 02:37:55.003,22.0,40.5,25.2,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013364466666666667
100,100,2022-12-10 02:38:00.019,22.0,40.98,25.2,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013394399999999999
101,101,2022-12-10 02:38:05.114,22.0,41.4,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013424333333333333
102,102,2022-12-10 02:38:10.131,22.0,41.89,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013454266666666666
103,103,2022-12-10 02:38:15.219,22.0,42.4,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.0134842
104,104,2022-12-10 02:38:20.235,22.0,42.89,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013514133333333333
105,105,2022-12-10 02:38:25.246,22.0,43.39,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013125,0.013544066666666667
106,106,2022-12-10 02:38:27.458,22.0,43.59,25.3,8999.6337890625,0.0,0.0,0.0,0.0,True,0.013574,0.013574
107,107,2022-12-10 02:38:30.251,22.0,43.05,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013574,0.013858533333333332
108,108,2022-12-10 02:38:35.332,22.0,43.33,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013574,0.014143066666666666
109,109,2022-12-10 02:38:40.406,22.0,43.6,25.3,8999.6337890625,0.0,0.0,0.0,0.0,False,0.013574,0.014427599999999999
110,110,2022-12-10 02:38:45.422,22.0,44.7,25.3,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.014712133333333332
111,111,2022-12-10 02:38:50.461,22.0,44.9,25.3,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.014996666666666667
112,112,2022-12-10 02:38:55.481,22.0,45.27,25.4,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.0152812
113,113,2022-12-10 02:39:00.567,22.0,45.81,25.5,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.015565733333333333
114,114,2022-12-10 02:39:05.616,22.0,46.41,25.5,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.015850266666666668
115,115,2022-12-10 02:39:10.685,22.0,47.2,25.6,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.016134799999999998
116,116,2022-12-10 02:39:15.701,22.0,47.99,25.7,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.016419333333333334
117,117,2022-12-10 02:39:20.749,22.0,48.82,25.8,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.016703866666666668
118,118,2022-12-10 02:39:25.764,22.0,49.7,25.9,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.0169884
119,119,2022-12-10 02:39:30.803,22.0,50.6,25.9,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.017272933333333334
120,120,2022-12-10 02:39:35.860,22.0,51.48,26.0,11998.04296875,0.0,0.0,0.0,0.0,False,0.013574,0.017557466666666667
121,121,2022-12-10 02:39:37.513,22.0,51.7,26.0,11998.04296875,0.0,0.0,0.0,0.0,True,0.017842,0.017842
122,122,2022-12-10 02:39:40.881,22.0,51.38,26.0,11998.04296875,0.0,0.0,0.0,0.0,False,0.017842,0.018028866666666667
123,123,2022-12-10 02:39:45.920,22.0,52.1,26.0,11998.04296875,0.0,0.0,0.0,0.0,False,0.017842,0.018215733333333334
124,124,2022-12-10 02:39:51.009,22.0,52.58,26.0,11998.04296875,0.0,0.0,0.0,0.0,False,0.017842,0.0184026
125,125,2022-12-10 02:39:56.070,22.0,53.87,25.9,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.018589466666666665
126,126,2022-12-10 02:40:01.085,22.0,54.1,25.9,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.018776333333333332
127,127,2022-12-10 02:40:06.152,22.0,54.49,25.9,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.0189632
128,128,2022-12-10 02:40:11.187,22.0,54.9,26.0,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.019150066666666667
129,129,2022-12-10 02:40:16.266,22.0,55.5,26.1,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.019336933333333334
130,130,2022-12-10 02:40:21.291,22.0,56.1,26.1,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.0195238
131,131,2022-12-10 02:40:26.347,22.0,56.79,26.2,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.019710666666666668
132,132,2022-12-10 02:40:31.423,22.0,57.47,26.3,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.019897533333333335
133,133,2022-12-10 02:40:36.461,22.0,58.19,26.3,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.0200844
134,134,2022-12-10 02:40:41.509,22.0,58.9,26.4,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.020271266666666666
135,135,2022-12-10 02:40:46.558,22.0,59.6,26.5,12003.421875,0.0,0.0,0.0,0.0,False,0.017842,0.020458133333333333
136,136,2022-12-10 02:40:47.657,22.0,59.77,26.5,12003.421875,0.0,0.0,0.0,0.0,True,0.020645,0.020645
137,137,2022-12-10 02:40:51.582,22.0,59.42,26.5,12003.421875,0.0,0.0,0.0,0.0,False,0.020645,0.020817466666666666
138,138,2022-12-10 02:40:56.600,22.0,59.89,26.5,12003.421875,0.0,0.0,0.0,0.0,False,0.020645,0.020989933333333332
139,139,2022-12-10 02:41:01.695,22.0,60.24,26.5,12003.421875,0.0,0.0,0.0,0.0,False,0.020645,0.0211624
140,140,2022-12-10 02:41:06.736,22.0,61.4,26.4,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.021334866666666667
141,141,2022-12-10 02:41:11.776,22.0,61.6,26.4,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.021507333333333333
142,142,2022-12-10 02:41:16.778,22.0,61.8,26.4,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.0216798
143,143,2022-12-10 02:41:21.783,22.0,62.11,26.5,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.021852266666666665
144,144,2022-12-10 02:41:26.871,22.0,62.62,26.5,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.022024733333333334
145,145,2022-12-10 02:41:31.902,22.0,63.1,26.6,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.0221972
146,146,2022-12-10 02:41:36.933,22.0,63.6,26.6,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.022369666666666666
147,147,2022-12-10 02:41:41.955,22.0,64.14,26.6,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.022542133333333332
148,148,2022-12-10 02:41:46.966,22.0,64.72,26.7,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.0227146
149,149,2022-12-10 02:41:51.985,22.0,65.34,26.7,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.022887066666666667
150,150,2022-12-10 02:41:57.048,22.0,65.9,26.8,11997.0126953125,0.0,0.0,0.0,0.0,False,0.020645,0.023059533333333333
151,151,2022-12-10 02:41:57.795,22.0,65.92,26.8,11997.0126953125,0.0,0.0,0.0,0.0,True,0.023232,0.023232
152,152,2022-12-10 02:42:02.092,22.0,65.53,26.8,11997.0126953125,0.0,0.0,0.0,0.0,False,0.023232,0.023360266666666667
153,153,2022-12-10 02:42:07.133,22.0,65.9,26.8,11997.0126953125,0.0,0.0,0.0,0.0,False,0.023232,0.023488533333333332
154,154,2022-12-10 02:42:12.150,22.0,66.92,26.7,11997.0126953125,0.0,0.0,0.0,0.0,False,0.023232,0.0236168
155,155,2022-12-10 02:42:17.183,22.0,67.2,26.6,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.023745066666666665
156,156,2022-12-10 02:42:22.221,22.0,67.2,26.6,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.023873333333333333
157,157,2022-12-10 02:42:27.285,22.0,67.4,26.7,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.0240016
158,158,2022-12-10 02:42:32.354,22.0,67.62,26.8,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.024129866666666666
159,159,2022-12-10 02:42:37.368,22.0,67.96,26.8,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.024258133333333334
160,160,2022-12-10 02:42:42.460,22.0,68.3,26.9,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.0243864
161,161,2022-12-10 02:42:47.469,22.0,68.8,26.9,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.024514666666666667
162,162,2022-12-10 02:42:52.495,22.0,69.2,26.9,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.024642933333333335
163,163,2022-12-10 02:42:57.531,22.0,69.7,27.0,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.0247712
164,164,2022-12-10 02:43:02.580,22.0,70.2,27.0,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.02489946666666667
165,165,2022-12-10 02:43:07.607,22.0,70.7,27.1,12000.6181640625,0.0,0.0,0.0,0.0,False,0.023232,0.025027733333333333
166,166,2022-12-10 02:43:07.853,22.0,70.62,27.1,12000.6181640625,0.0,0.0,0.0,0.0,True,0.025156,0.025156
167,167,2022-12-10 02:43:12.641,22.0,70.1,27.1,12000.6181640625,0.0,0.0,0.0,0.0,False,0.025156,0.025229928571428573
168,168,2022-12-10 02:43:17.650,22.0,70.5,27.1,12000.6181640625,0.0,0.0,0.0,0.0,False,0.025156,0.025303857142857145
169,169,2022-12-10 02:43:22.703,22.0,71.6,27.0,12000.6181640625,0.0,0.0,0.0,0.0,False,0.025156,0.025377785714285714
170,170,2022-12-10 02:43:27.721,22.0,71.56,27.0,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.025451714285714286
171,171,2022-12-10 02:43:32.742,22.0,71.5,27.0,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.025525642857142858
172,172,2022-12-10 02:43:37.783,22.0,71.6,27.0,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.02559957142857143
173,173,2022-12-10 02:43:42.818,22.0,71.77,27.1,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.025673500000000002
174,174,2022-12-10 02:43:47.863,22.0,72.08,27.1,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.02574742857142857
175,175,2022-12-10 02:43:52.880,22.0,72.33,27.2,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.025821357142857142
176,176,2022-12-10 02:43:57.945,22.0,72.7,27.2,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.025895285714285714
177,177,2022-12-10 02:44:02.990,22.0,73.08,27.2,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.025969214285714286
178,178,2022-12-10 02:44:08.037,22.0,73.5,27.3,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.026043142857142855
179,179,2022-12-10 02:44:13.085,22.0,73.9,27.3,12003.650390625,0.0,0.0,0.0,0.0,False,0.025156,0.026117071428571427
180,180,2022-12-10 02:44:17.951,22.0,74.29,27.3,12003.650390625,0.0,0.0,0.0,0.0,True,0.026191,0.026191
181,181,2022-12-10 02:44:18.088,22.0,74.3,27.3,12003.650390625,0.0,0.0,0.0,0.0,False,0.026191,0.0263082
182,182,2022-12-10 02:44:23.137,22.0,73.71,27.4,12003.650390625,0.0,0.0,0.0,0.0,False,0.026191,0.026425399999999998
183,183,2022-12-10 02:44:28.189,22.0,74.0,27.3,12003.650390625,0.0,0.0,0.0,0.0,False,0.026191,0.0265426
184,184,2022-12-10 02:44:33.196,22.0,75.1,27.2,12003.650390625,0.0,0.0,0.0,0.0,False,0.026191,0.0266598
185,185,2022-12-10 02:44:38.197,22.0,74.9,27.2,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.026777
186,186,2022-12-10 02:44:43.260,22.0,74.86,27.1,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0268942
187,187,2022-12-10 02:44:48.297,22.0,74.9,27.2,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0270114
188,188,2022-12-10 02:44:53.329,22.0,75.0,27.2,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0271286
189,189,2022-12-10 02:44:58.334,22.0,75.21,27.2,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0272458
190,190,2022-12-10 02:45:03.412,22.0,75.5,27.3,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.027363000000000002
191,191,2022-12-10 02:45:08.479,22.0,75.8,27.3,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0274802
192,192,2022-12-10 02:45:13.485,22.0,76.19,27.3,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0275974
193,193,2022-12-10 02:45:18.539,22.0,76.5,27.4,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.027714600000000002
194,194,2022-12-10 02:45:23.572,22.0,76.8,27.4,12001.0185546875,0.0,0.0,0.0,0.0,False,0.026191,0.0278318
195,195,2022-12-10 02:45:27.988,22.0,77.17,27.4,12001.0185546875,0.0,0.0,0.0,0.0,True,0.027949,0.027949
196,196,2022-12-10 02:45:28.589,22.0,77.07,27.4,12001.0185546875,0.0,0.0,0.0,0.0,False,0.027949,0.028066200000000003
