,index,t_bett,t_spindle,t_motor,M8,M121,M127,M7,given2model,date,welle_z,prediction,DRZ2,interpolated_welle_z
64,64,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:00:30.762,0.017656249925494194,-0.0008274745941162109,6000.13720703125,0.017656249925494194
65,65,22.0,21.7,22.5,0.0,0.0,0.0,0.0,True,2023-03-01 13:00:35.765,0.017656249925494194,-0.0007710866928100586,6000.13720703125,0.017656249925494194
66,66,22.0,21.6,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:00:40.787,0.017656249925494194,-0.0007710866928100586,6000.13720703125,0.017656249925494194
67,67,22.0,21.6,22.51,0.0,0.0,0.0,0.0,False,2023-03-01 13:00:45.880,0.017656249925494194,-0.0007710866928100586,6000.13720703125,0.017656249925494194
68,68,22.0,21.6,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:00:50.926,0.017656249925494194,-0.0007710866928100586,6000.13720703125,0.017656249925494194
69,69,22.0,21.6,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:00:56.081,0.017656249925494194,-0.0007710866928100586,6000.13720703125,0.017656249925494194
70,70,22.0,21.6,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:01.124,0.017656249925494194,-0.0007710866928100586,6000.13720703125,0.017656249925494194
71,71,22.0,21.7,22.5,0.0,0.0,0.0,0.0,True,2023-03-01 13:01:06.217,0.017656249925494194,-0.0007505230903625488,6000.13720703125,0.017656249925494194
72,72,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:11.262,0.017656249925494194,-0.0007505230903625488,6000.13720703125,0.017656249925494194
73,73,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:16.304,0.017656249925494194,-0.0007505230903625488,6000.13720703125,0.017656249925494194
74,74,22.1,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:21.356,0.017656249925494194,-0.0007505230903625488,6000.13720703125,0.017656249925494194
75,75,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:26.372,0.017656249925494194,-0.0007505230903625488,6000.13720703125,0.017656249925494194
76,76,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:31.392,0.017656249925494194,-0.0007505230903625488,6000.13720703125,0.017656249925494194
77,77,22.0,21.7,22.5,0.0,0.0,0.0,0.0,True,2023-03-01 13:01:36.405,0.017656249925494194,-0.0008071455955505372,6000.13720703125,0.017656249925494194
78,78,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:41.456,0.017656249925494194,-0.0008071455955505372,6000.13720703125,0.017656249925494194
79,79,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:46.483,0.017656249925494194,-0.0008071455955505372,6000.13720703125,0.017656249925494194
80,80,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:51.545,0.017656249925494194,-0.0008071455955505372,6000.13720703125,0.017656249925494194
81,81,22.0,21.7,22.49,0.0,0.0,0.0,0.0,False,2023-03-01 13:01:56.589,0.017656249925494194,-0.0008071455955505372,6000.13720703125,0.017656249925494194
82,82,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:01.632,0.017656249925494194,-0.0008071455955505372,6000.13720703125,0.017656249925494194
83,83,22.1,21.7,22.5,0.0,0.0,0.0,0.0,True,2023-03-01 13:02:06.664,0.017656249925494194,-0.000850071907043457,6000.13720703125,0.017656249925494194
84,84,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:11.705,0.017656249925494194,-0.000850071907043457,6000.13720703125,0.017656249925494194
85,85,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:16.741,0.017656249925494194,-0.000850071907043457,6000.13720703125,0.017656249925494194
86,86,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:21.777,0.017656249925494194,-0.000850071907043457,6000.13720703125,0.017656249925494194
87,87,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:26.786,0.017656249925494194,-0.000850071907043457,6000.13720703125,0.017656249925494194
88,88,22.1,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:31.835,0.017656249925494194,-0.000850071907043457,6000.13720703125,0.017656249925494194
89,89,22.1,21.7,22.5,0.0,0.0,0.0,0.0,True,2023-03-01 13:02:36.923,0.017656249925494194,-0.0008832373619079589,6000.13720703125,0.017656249925494194
90,90,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:41.977,0.017656249925494194,-0.0008832373619079589,6000.13720703125,0.017656249925494194
91,91,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:47.008,0.017656249925494194,-0.0008832373619079589,6000.13720703125,0.017656249925494194
92,92,22.1,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:52.149,0.017656249925494194,-0.0008832373619079589,6000.13720703125,0.017656249925494194
93,93,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:02:57.158,0.017656249925494194,-0.0008832373619079589,6000.13720703125,0.017656249925494194
94,94,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:02.207,0.017656249925494194,-0.0008832373619079589,6000.13720703125,0.017656249925494194
95,95,22.0,21.7,22.5,0.0,0.0,0.0,0.0,True,2023-03-01 13:03:07.211,0.017656249925494194,-0.0008847899436950684,6000.13720703125,0.017656249925494194
96,96,22.0,21.7,22.49,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:12.257,0.017656249925494194,-0.0008847899436950684,6000.13720703125,0.017656249925494194
97,97,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:17.283,0.017656249925494194,-0.0008847899436950684,6000.13720703125,0.017656249925494194
98,98,22.0,21.7,22.5,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:22.288,0.017656249925494194,-0.0008847899436950684,6000.13720703125,0.017656249925494194
99,99,22.1,21.7,22.61,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:27.341,0.017656249925494194,-0.0008847899436950684,6000.13720703125,0.017656249925494194
100,100,22.0,21.7,22.58,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:32.343,0.017656249925494194,-0.0008847899436950684,6000.13720703125,0.017656249925494194
101,101,22.0,21.7,22.66,0.0,0.0,0.0,0.0,True,2023-03-01 13:03:37.388,0.017656249925494194,-0.0008060965538024903,6000.13720703125,0.017656249925494194
102,102,22.0,21.7,22.6,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:42.403,0.017656249925494194,-0.0008060965538024903,6000.13720703125,0.017656249925494194
103,103,22.0,21.8,22.57,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:47.437,0.017656249925494194,-0.0008060965538024903,6000.13720703125,0.017656249925494194
104,104,22.0,21.8,22.56,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:52.484,0.017656249925494194,-0.0008060965538024903,6000.13720703125,0.017656249925494194
105,105,22.0,21.8,22.63,0.0,0.0,0.0,0.0,False,2023-03-01 13:03:57.486,0.017656249925494194,-0.0008060965538024903,6000.13720703125,0.017656249925494194
106,106,22.0,21.8,22.64,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:02.494,0.017656249925494194,-0.0008060965538024903,6000.13720703125,0.017656249925494194
107,107,22.0,21.8,22.7,0.0,0.0,0.0,0.0,True,2023-03-01 13:04:07.554,0.017656249925494194,-0.0007346739768981933,6000.13720703125,0.017656249925494194
108,108,22.1,21.9,22.68,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:12.588,0.017656249925494194,-0.0007346739768981933,6000.13720703125,0.017656249925494194
109,109,22.1,21.9,22.68,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:17.602,0.017656249925494194,-0.0007346739768981933,6000.13720703125,0.017656249925494194
110,110,22.1,21.9,22.54,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:22.650,0.017656249925494194,-0.0007346739768981933,6000.13720703125,0.017656249925494194
111,111,22.1,21.9,22.59,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:27.696,0.017656249925494194,-0.0007346739768981933,6000.13720703125,0.017656249925494194
112,112,22.1,21.9,22.6,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:32.744,0.017656249925494194,-0.0007346739768981933,6000.13720703125,0.017656249925494194
113,113,22.0,21.9,22.6,0.0,0.0,0.0,0.0,True,2023-03-01 13:04:37.768,0.017656249925494194,-0.0006324634552001953,6000.13720703125,0.017656249925494194
114,114,22.0,21.9,22.6,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:42.797,0.017656249925494194,-0.0006324634552001953,6000.13720703125,0.017656249925494194
115,115,22.0,21.9,22.64,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:47.828,0.017656249925494194,-0.0006324634552001953,6000.13720703125,0.017656249925494194
116,116,22.1,21.9,22.6,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:52.868,0.017656249925494194,-0.0006324634552001953,6000.13720703125,0.017656249925494194
117,117,22.1,21.8,22.72,0.0,0.0,0.0,0.0,False,2023-03-01 13:04:57.868,0.017656249925494194,-0.0006324634552001953,6000.13720703125,0.017656249925494194
118,118,22.0,21.8,22.7,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:02.872,0.017656249925494194,-0.0006324634552001953,6000.13720703125,0.017656249925494194
119,119,22.0,21.8,22.68,0.0,0.0,0.0,0.0,True,2023-03-01 13:05:07.914,0.017656249925494194,-0.0005997529029846191,6000.13720703125,0.017656249925494194
120,120,22.0,21.8,22.7,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:12.921,0.017656249925494194,-0.0005997529029846191,6000.13720703125,0.017656249925494194
121,121,22.1,21.8,22.77,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:17.935,0.017656249925494194,-0.0005997529029846191,6000.13720703125,0.017656249925494194
122,122,22.0,21.7,22.81,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:22.960,0.017656249925494194,-0.0005997529029846191,6000.13720703125,0.017656249925494194
123,123,22.0,21.7,22.73,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:27.969,0.017656249925494194,-0.0005997529029846191,6000.13720703125,0.017656249925494194
124,124,22.0,21.7,22.87,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:33.004,0.017656249925494194,-0.0005997529029846191,6000.13720703125,0.017656249925494194
125,125,22.0,21.7,22.86,0.0,0.0,0.0,0.0,True,2023-03-01 13:05:38.054,0.017656249925494194,-0.0006082973480224609,6000.13720703125,0.017656249925494194
126,126,22.0,21.7,22.81,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:43.059,0.017656249925494194,-0.0006082973480224609,6000.13720703125,0.017656249925494194
127,127,22.1,21.7,22.81,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:48.060,0.017656249925494194,-0.0006082973480224609,6000.13720703125,0.017656249925494194
128,128,22.1,21.7,22.88,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:53.091,0.017656249925494194,-0.0006082973480224609,6000.13720703125,0.017656249925494194
129,129,22.0,21.7,22.86,0.0,0.0,0.0,0.0,False,2023-03-01 13:05:58.163,0.017656249925494194,-0.0006082973480224609,6000.13720703125,0.017656249925494194
130,130,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:03.184,0.017656249925494194,-0.0006082973480224609,6000.13720703125,0.017656249925494194
131,131,22.0,21.8,22.8,0.0,0.0,0.0,0.0,True,2023-03-01 13:06:08.242,0.017656249925494194,-0.0005735011100769043,6000.13720703125,0.017656249925494194
132,132,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:13.246,0.017656249925494194,-0.0005735011100769043,6000.13720703125,0.017656249925494194
133,133,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:18.300,0.017656249925494194,-0.0005735011100769043,6000.13720703125,0.017656249925494194
134,134,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:23.302,0.017656249925494194,-0.0005735011100769043,6000.13720703125,0.017656249925494194
135,135,22.0,21.8,22.84,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:28.349,0.017656249925494194,-0.0005735011100769043,6000.13720703125,0.017656249925494194
136,136,22.1,21.8,22.88,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:33.368,0.017656249925494194,-0.0005735011100769043,6000.13720703125,0.017656249925494194
137,137,22.0,21.8,22.8,0.0,0.0,0.0,0.0,True,2023-03-01 13:06:38.403,0.017656249925494194,-0.0005457653999328614,6000.13720703125,0.017656249925494194
138,138,22.0,21.8,22.89,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:43.418,0.017656249925494194,-0.0005457653999328614,6000.13720703125,0.017656249925494194
139,139,22.0,21.8,22.82,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:48.457,0.017656249925494194,-0.0005457653999328614,6000.13720703125,0.017656249925494194
140,140,22.0,21.8,22.83,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:53.486,0.017656249925494194,-0.0005457653999328614,6000.13720703125,0.017656249925494194
141,141,22.0,21.8,22.81,0.0,0.0,0.0,0.0,False,2023-03-01 13:06:58.500,0.017656249925494194,-0.0005457653999328614,6000.13720703125,0.017656249925494194
142,142,22.0,21.8,22.83,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:03.536,0.017656249925494194,-0.0005457653999328614,6000.13720703125,0.017656249925494194
143,143,22.0,21.8,22.87,0.0,0.0,0.0,0.0,True,2023-03-01 13:07:08.546,0.017656249925494194,-0.0005197443962097168,6000.13720703125,0.017656249925494194
144,144,22.0,21.8,22.87,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:13.583,0.017656249925494194,-0.0005197443962097168,6000.13720703125,0.017656249925494194
145,145,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:18.626,0.017656249925494194,-0.0005197443962097168,6000.13720703125,0.017656249925494194
146,146,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:23.627,0.017656249925494194,-0.0005197443962097168,6000.13720703125,0.017656249925494194
147,147,22.0,21.7,22.88,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:28.670,0.017656249925494194,-0.0005197443962097168,6000.13720703125,0.017656249925494194
148,148,22.0,21.7,22.81,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:33.679,0.017656249925494194,-0.0005197443962097168,6000.13720703125,0.017656249925494194
149,149,22.0,21.7,22.8,0.0,0.0,0.0,0.0,True,2023-03-01 13:07:38.707,0.017656249925494194,-0.0005337090492248535,6000.13720703125,0.017656249925494194
150,150,22.0,21.7,22.83,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:43.771,0.017656249925494194,-0.0005337090492248535,6000.13720703125,0.017656249925494194
151,151,22.0,21.7,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:48.816,0.017656249925494194,-0.0005337090492248535,6000.13720703125,0.017656249925494194
152,152,22.1,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:53.896,0.017656249925494194,-0.0005337090492248535,6000.13720703125,0.017656249925494194
153,153,22.0,21.7,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:07:58.903,0.017656249925494194,-0.0005337090492248535,6000.13720703125,0.017656249925494194
154,154,22.0,21.7,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:08:03.935,0.017656249925494194,-0.0005337090492248535,6000.13720703125,0.017656249925494194
155,155,22.0,21.7,22.8,0.0,0.0,0.0,0.0,True,2023-03-01 13:08:08.986,0.017656249925494194,-0.0005389313697814941,6000.13720703125,0.017656249925494194
156,156,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:08:14.002,0.017656249925494194,-0.0005389313697814941,6000.13720703125,0.017656249925494194
157,157,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:08:19.023,0.017656249925494194,-0.0005389313697814941,6000.13720703125,0.017656249925494194
158,158,22.0,21.8,22.79,0.0,0.0,0.0,0.0,False,2023-03-01 13:08:24.077,0.017656249925494194,-0.0005389313697814941,6000.13720703125,0.017656249925494194
159,159,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:08:29.078,0.017656249925494194,-0.0005389313697814941,6000.13720703125,0.017656249925494194
160,160,22.0,21.8,22.8,0.0,0.0,0.0,0.0,False,2023-03-01 13:08:34.153,0.017656249925494194,-0.0005389313697814941,6000.13720703125,0.017656249925494194
